,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,PassMath
626,female,group B,associate's degree,standard,none,married,never,yes,2,school_bus,5 - 10,no
627,male,group D,some college,free/reduced,none,married,sometimes,no,3,school_bus,5 - 10,yes
628,female,group C,,standard,none,divorced,regularly,,1,private,< 5,yes
629,female,group D,master's degree,free/reduced,completed,married,regularly,yes,3,,5 - 10,yes
630,female,group C,associate's degree,standard,none,married,sometimes,yes,3,private,5 - 10,yes
631,male,,associate's degree,standard,none,married,regularly,no,1,,5 - 10,yes
632,male,group A,high school,standard,completed,married,sometimes,no,4,school_bus,< 5,yes
633,female,group B,associate's degree,free/reduced,none,married,never,yes,2,school_bus,> 10,no
634,male,group D,associate's degree,standard,completed,single,sometimes,yes,1,school_bus,< 5,yes
635,male,,,standard,none,married,never,yes,2,,5 - 10,yes
636,male,group C,associate's degree,standard,none,married,sometimes,yes,0,school_bus,5 - 10,yes
637,female,group B,bachelor's degree,free/reduced,completed,divorced,regularly,yes,1,private,5 - 10,no
638,male,group C,,standard,none,married,sometimes,yes,0,private,< 5,yes
639,female,group B,bachelor's degree,standard,none,married,sometimes,no,3,school_bus,> 10,no
640,male,group D,high school,standard,none,divorced,never,yes,0,private,< 5,yes
641,female,group A,associate's degree,standard,none,single,sometimes,yes,5,school_bus,5 - 10,yes
643,male,,,free/reduced,none,married,sometimes,no,2,private,5 - 10,yes
644,male,group C,high school,standard,none,single,sometimes,yes,2,school_bus,5 - 10,yes
645,female,,bachelor's degree,free/reduced,none,married,sometimes,yes,0,private,< 5,no
646,female,group C,associate's degree,standard,completed,married,sometimes,yes,3,school_bus,> 10,yes
647,female,group C,bachelor's degree,standard,none,,regularly,yes,0,school_bus,< 5,no
648,female,group D,some college,standard,completed,married,regularly,yes,1,private,> 10,yes
649,male,group B,high school,free/reduced,completed,single,sometimes,no,4,school_bus,< 5,yes
650,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,5 - 10,yes
651,male,group D,associate's degree,free/reduced,none,married,regularly,no,3,school_bus,5 - 10,yes
652,female,group C,some college,standard,none,married,never,no,2,private,< 5,yes
653,male,group C,some high school,standard,completed,single,regularly,yes,1,,5 - 10,yes
654,male,group B,associate's degree,standard,none,married,sometimes,no,2,school_bus,> 10,yes
655,female,group A,bachelor's degree,standard,,married,regularly,yes,2,school_bus,> 10,yes
656,female,,associate's degree,standard,none,divorced,sometimes,,2,private,> 10,no
657,male,group D,some college,standard,none,married,regularly,yes,3,private,> 10,yes
658,male,group C,,standard,none,single,sometimes,no,,school_bus,,yes
659,male,group A,associate's degree,free/reduced,none,married,sometimes,yes,1,private,5 - 10,yes
660,female,group E,associate's degree,free/reduced,completed,single,regularly,no,1,private,5 - 10,yes
661,female,group C,master's degree,standard,none,married,never,yes,0,private,5 - 10,yes
662,male,group D,master's degree,free/reduced,none,married,regularly,no,1,school_bus,5 - 10,yes
663,female,group B,some high school,standard,completed,married,,yes,3,,> 10,no
664,male,group B,associate's degree,standard,none,married,never,yes,3,private,,no
665,male,,master's degree,free/reduced,,single,sometimes,yes,3,,5 - 10,yes
666,female,group A,high school,standard,none,divorced,sometimes,yes,0,private,< 5,no
667,male,group C,high school,standard,,married,sometimes,no,2,school_bus,< 5,no
669,female,group D,some college,standard,none,divorced,regularly,yes,0,school_bus,5 - 10,yes
670,female,group C,some college,free/reduced,none,married,sometimes,,1,school_bus,5 - 10,yes
671,male,group D,high school,free/reduced,none,married,sometimes,yes,0,school_bus,5 - 10,yes
672,female,,associate's degree,standard,completed,,sometimes,yes,2,school_bus,> 10,yes
673,male,group B,some high school,standard,none,married,sometimes,no,3,private,5 - 10,yes
674,female,group B,,free/reduced,none,single,regularly,yes,4,school_bus,> 10,yes
675,female,group B,high school,standard,none,married,regularly,no,1,private,5 - 10,yes
676,female,group D,high school,standard,none,married,sometimes,yes,0,private,5 - 10,yes
677,female,group D,some high school,standard,none,single,regularly,yes,2,private,< 5,yes
678,male,group C,some college,standard,completed,married,regularly,yes,1,private,> 10,yes
679,female,group E,some college,standard,none,single,never,,1,private,5 - 10,yes
680,male,group D,some high school,standard,none,single,regularly,yes,4,private,5 - 10,yes
681,male,group E,some high school,free/reduced,none,single,sometimes,yes,5,,5 - 10,no
682,female,group D,high school,standard,none,divorced,regularly,no,1,private,< 5,yes
683,male,group D,bachelor's degree,standard,completed,single,regularly,yes,2,private,< 5,yes
684,male,group B,high school,free/reduced,completed,married,sometimes,yes,1,school_bus,< 5,yes
685,female,group D,high school,free/reduced,completed,single,sometimes,yes,0,private,5 - 10,yes
686,female,group E,some high school,standard,none,divorced,sometimes,no,1,school_bus,< 5,yes
687,male,group B,some college,free/reduced,none,married,sometimes,no,3,private,5 - 10,no
689,male,group B,associate's degree,free/reduced,none,single,regularly,no,3,,5 - 10,yes
690,male,group D,associate's degree,free/reduced,none,married,regularly,,0,,< 5,yes
691,male,group C,master's degree,free/reduced,completed,married,never,no,3,private,5 - 10,yes
692,male,group E,associate's degree,standard,,married,sometimes,no,,school_bus,< 5,no
693,male,group B,bachelor's degree,standard,none,married,never,no,5,private,> 10,yes
694,female,group B,associate's degree,standard,,divorced,sometimes,yes,2,school_bus,5 - 10,yes
695,male,group C,some high school,standard,completed,single,sometimes,yes,7,school_bus,< 5,no
696,male,group C,high school,standard,none,divorced,sometimes,no,2,school_bus,> 10,yes
697,female,group B,associate's degree,standard,none,divorced,sometimes,yes,0,school_bus,< 5,no
698,female,group C,some college,standard,completed,married,regularly,no,4,private,5 - 10,yes
699,female,group D,associate's degree,standard,completed,divorced,regularly,no,3,school_bus,< 5,yes
700,male,group B,some college,standard,none,divorced,sometimes,yes,3,school_bus,5 - 10,yes
701,female,group D,some high school,standard,none,single,sometimes,no,3,private,5 - 10,yes
702,male,group C,some college,free/reduced,completed,married,sometimes,yes,2,school_bus,< 5,no
703,female,group D,high school,standard,none,divorced,sometimes,yes,2,,5 - 10,no
704,female,,master's degree,free/reduced,none,single,regularly,yes,2,school_bus,5 - 10,yes
705,male,group A,bachelor's degree,free/reduced,none,married,never,yes,2,school_bus,> 10,yes
706,male,group B,bachelor's degree,free/reduced,none,married,regularly,yes,0,school_bus,5 - 10,yes
707,male,,associate's degree,standard,completed,,never,yes,0,school_bus,5 - 10,yes
708,male,group B,associate's degree,standard,completed,divorced,,yes,0,school_bus,5 - 10,yes
709,male,group C,some college,standard,none,married,regularly,yes,2,school_bus,5 - 10,no
710,female,,high school,standard,none,married,sometimes,no,3,private,< 5,yes
711,male,group D,bachelor's degree,standard,completed,single,sometimes,no,4,school_bus,5 - 10,yes
712,female,group B,associate's degree,free/reduced,none,widowed,regularly,yes,5,private,< 5,yes
713,male,group B,bachelor's degree,free/reduced,completed,single,regularly,yes,0,school_bus,< 5,yes
714,male,group A,some college,standard,none,married,regularly,yes,3,,> 10,yes
715,female,group D,high school,free/reduced,none,married,,yes,1,private,,no
716,male,group E,some college,free/reduced,,divorced,never,no,2,private,< 5,yes
717,male,group C,associate's degree,standard,none,married,never,yes,2,,5 - 10,yes
718,female,group C,,standard,completed,married,regularly,no,,private,5 - 10,no
719,female,group D,associate's degree,free/reduced,none,married,sometimes,no,2,school_bus,5 - 10,no
720,female,group B,bachelor's degree,free/reduced,none,single,regularly,yes,2,,5 - 10,no
721,male,group C,associate's degree,free/reduced,none,single,never,no,5,school_bus,< 5,yes
722,male,group D,some high school,free/reduced,none,single,regularly,no,3,school_bus,> 10,no
723,female,group A,bachelor's degree,standard,completed,divorced,regularly,yes,3,private,< 5,yes
724,male,group D,high school,standard,,single,sometimes,yes,1,school_bus,> 10,yes
725,female,group D,high school,standard,none,married,sometimes,yes,0,school_bus,5 - 10,yes
726,female,group B,high school,free/reduced,completed,single,regularly,no,2,private,< 5,no
727,female,group A,high school,free/reduced,completed,single,sometimes,yes,2,school_bus,,no
728,female,group C,high school,free/reduced,completed,married,never,yes,3,private,< 5,no
729,female,group E,some college,free/reduced,none,married,sometimes,,5,school_bus,< 5,yes
730,male,group E,high school,standard,completed,married,regularly,yes,1,,< 5,yes
731,male,group B,some college,standard,none,single,sometimes,yes,4,school_bus,5 - 10,yes
732,male,group D,master's degree,free/reduced,completed,married,sometimes,no,1,school_bus,< 5,yes
734,female,group C,master's degree,free/reduced,completed,,sometimes,no,1,private,5 - 10,yes
735,female,group B,associate's degree,standard,completed,married,sometimes,no,4,school_bus,< 5,yes
736,female,,,free/reduced,none,single,regularly,yes,2,private,5 - 10,no
737,female,group E,associate's degree,standard,none,widowed,never,no,2,school_bus,5 - 10,yes
738,female,group D,some college,free/reduced,none,married,never,yes,1,school_bus,< 5,yes
739,male,group B,some college,free/reduced,none,married,never,yes,1,school_bus,< 5,no
740,male,group C,some college,standard,completed,married,regularly,no,4,school_bus,5 - 10,yes
741,female,group C,bachelor's degree,standard,none,single,sometimes,yes,2,school_bus,5 - 10,yes
742,female,group D,some high school,free/reduced,,married,sometimes,no,3,private,< 5,yes
743,female,group C,,standard,none,divorced,sometimes,yes,4,school_bus,5 - 10,no
744,male,group D,some high school,standard,none,married,sometimes,yes,2,school_bus,< 5,no
745,male,group B,master's degree,standard,none,divorced,sometimes,yes,1,school_bus,< 5,yes
746,female,group D,some high school,standard,none,married,never,no,1,,< 5,yes
748,male,group C,high school,standard,completed,married,never,no,1,school_bus,5 - 10,yes
749,female,group B,some high school,standard,completed,divorced,regularly,yes,4,school_bus,5 - 10,yes
750,male,group D,some college,standard,,married,never,yes,1,private,5 - 10,yes
751,female,group C,some college,free/reduced,completed,single,regularly,yes,1,school_bus,< 5,no
752,female,group B,associate's degree,standard,none,divorced,sometimes,yes,1,private,5 - 10,no
753,male,group B,associate's degree,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,no
754,female,group D,bachelor's degree,free/reduced,none,married,,,5,school_bus,< 5,no
755,male,group A,bachelor's degree,free/reduced,none,married,regularly,yes,4,private,5 - 10,yes
756,female,group B,,standard,completed,married,sometimes,no,1,private,5 - 10,no
757,male,group A,some college,free/reduced,completed,married,sometimes,no,4,school_bus,5 - 10,yes
758,male,group E,some high school,standard,none,married,regularly,yes,0,school_bus,< 5,yes
759,male,group D,high school,free/reduced,none,single,regularly,yes,3,school_bus,5 - 10,no
760,female,group B,some high school,free/reduced,none,married,sometimes,yes,3,private,5 - 10,no
761,female,group C,high school,standard,none,divorced,sometimes,yes,1,,> 10,no
762,female,group E,high school,free/reduced,none,single,regularly,no,,school_bus,5 - 10,no
763,male,group E,some high school,standard,completed,married,regularly,yes,3,private,5 - 10,yes
764,female,group E,some college,free/reduced,completed,married,sometimes,yes,3,private,5 - 10,yes
765,female,group D,bachelor's degree,free/reduced,none,single,never,yes,2,,,no
766,male,group C,,free/reduced,none,married,regularly,yes,4,,> 10,yes
767,female,group B,associate's degree,free/reduced,none,divorced,sometimes,yes,2,school_bus,< 5,yes
768,male,group D,bachelor's degree,standard,none,single,regularly,yes,2,school_bus,> 10,yes
769,male,group C,,standard,none,single,regularly,yes,2,private,< 5,no
770,female,group A,some high school,free/reduced,,single,sometimes,yes,1,,< 5,no
771,female,group D,high school,standard,none,married,sometimes,no,5,private,< 5,no
772,male,,some college,standard,none,married,regularly,yes,3,school_bus,5 - 10,no
773,male,group B,master's degree,free/reduced,none,single,sometimes,yes,5,school_bus,5 - 10,yes
774,male,group D,some high school,free/reduced,none,single,sometimes,yes,3,school_bus,< 5,no
775,male,group E,associate's degree,free/reduced,none,married,sometimes,yes,0,school_bus,< 5,no
776,female,group E,associate's degree,standard,none,divorced,sometimes,yes,3,private,5 - 10,yes
777,female,,bachelor's degree,standard,none,married,sometimes,no,1,private,5 - 10,yes
